Title	AvgRating	UserCount
Children of Paradise (Les enfants du paradis) (1945)	4.19	100
Gold Rush, The (1925)	4.189090909090909	275
Trust (1990)	4.188888888888889	90
Hoop Dreams (1994)	4.18854748603352	716
Raging Bull (1980)	4.1875923190546525	677
Cold Fever (Á köldum klaka) (1994)	4.1875	16
Lady Vanishes, The (1938)	4.185929648241206	199
Taxi Driver (1976)	4.183870967741935	1240
Charade (1963)	4.183006535947713	306
Firelight (1997)	4.181818181818182	11
This Is Spinal Tap (1984)	4.179785330948121	1118
High Noon (1952)	4.1786600496277915	403
Good Will Hunting (1997)	4.176356589147287	1548
Aparajito (1956)	4.173913043478261	23
Raise the Red Lantern (1991)	4.1732851985559565	277
Bringing Up Baby (1938)	4.169491525423729	413
Killing, The (1956)	4.1692307692307695	130
Arsenic and Old Lace (1944)	4.168154761904762	672
Carmen (1984)	4.166666666666667	30
Shall We Dance? (1937)	4.1657142857142855	175
Harold and Maude (1971)	4.164992826398852	697
Children of Heaven, The (Bacheha-Ye Aseman) (1997)	4.163934426229508	61
Hands on a Hard Body (1996)	4.163043478260869	92
Alien (1979)	4.159584980237154	2024
Green Mile, The (1999)	4.154664484451718	1222
My Fair Lady (1964)	4.154088050314465	636
Terminator, The (1984)	4.152049571020019	2098
Out of the Past (1947)	4.150943396226415	106
Mister Roberts (1955)	4.149643705463183	421
Princess Mononoke, The (Mononoke Hime) (1997)	4.147826086956521	345
Top Hat (1935)	4.147410358565737	251
Waiting for Guffman (1996)	4.147186147186147	462
Toy Story (1995)	4.146846413095811	2077
My Life as a Dog (Mitt liv som hund) (1985)	4.1454545454545455	330
Producers, The (1968)	4.144376899696049	658
Harmonists, The (1997)	4.142857142857143	28
Annie Hall (1977)	4.14167916041979	1334
Gandhi (1982)	4.141579731743666	671
Day the Earth Stood Still, The (1951)	4.141323792486583	559
Matewan (1987)	4.141242937853107	177
October Sky (1999)	4.137755102040816	588
Hard-Boiled (Lashou shentan) (1992)	4.137614678899083	327
And Now for Something Completely Different (1971)	4.137472283813747	451
Shall We Dance? (Shall We Dansu?) (1996)	4.137142857142857	350
Reservoir Dogs (1992)	4.13582208101668	1259
Grapes of Wrath, The (1940)	4.134357005758157	521
Good, The Bad and The Ugly, The (1966)	4.133819951338199	822
Indiana Jones and the Last Crusade (1989)	4.133292383292384	1628
In the Heat of the Night (1967)	4.129310344827586	348
Man Who Would Be King, The (1975)	4.129032258064516	310
Shakespeare in Love (1998)	4.127479949345715	2369
Apartment, The (1960)	4.127098321342926	417
Aliens (1986)	4.125824175824176	1820
Being John Malkovich (1999)	4.125390450691656	2241
Ayn Rand: A Sense of Life (1997)	4.125	8
M*A*S*H (1970)	4.124658780709736	1099
Best Years of Our Lives, The (1946)	4.122881355932203	236
Great Day in Harlem, A (1994)	4.121951219512195	41
Die Hard (1988)	4.121848739495798	1666
Ferris Bueller's Day Off (1986)	4.11744738628649	1473
Requiem for a Dream (2000)	4.115131578947368	304
Midnight Cowboy (1969)	4.113122171945701	663
Wings of Desire (Der Himmel über Berlin) (1987)	4.1115702479338845	242
Full Metal Jacket (1987)	4.110845295055821	1254
Ben-Hur (1959)	4.110795454545454	704
Deer Hunter, The (1978)	4.11	700
Seven (Se7en) (1995)	4.106420404573439	1137
My Man Godfrey (1936)	4.1063829787234045	188
Professional, The (a.k.a. Leon: The Professional) (1994)	4.106175514626218	923
Gladiator (2000)	4.106029106029106	1924
8 1/2 (1963)	4.105263157894737	228
Shining, The (1980)	4.104875804967802	1087
Fugitive, The (1993)	4.103258145363409	1995
Breaker Morant (1980)	4.102777777777778	360
Maya Lin: A Strong Clear Vision (1994)	4.101694915254237	59
To Catch a Thief (1955)	4.10158013544018	443
Three Colors: Blue (1993)	4.098765432098766	243
French Connection, The (1971)	4.098722415795587	861
Anne Frank Remembered (1995)	4.097560975609756	41
Brazil (1985)	4.097480832420591	913
Stand by Me (1986)	4.0969187675070025	1785
Gaslight (1944)	4.096256684491979	187
Bonnie and Clyde (1967)	4.096209912536443	686
From Here to Eternity (1953)	4.096153846153846	364
Microcosmos (Microcosmos: Le peuple de l'herbe) (1996)	4.095744680851064	94
Big Night (1996)	4.095555555555555	450
Postino, Il (The Postman) (1994)	4.093812375249501	501
Sullivan's Travels (1942)	4.093167701863354	161
Unforgiven (1992)	4.0902708124373115	997
Platoon (1986)	4.090113735783027	1143
Harvey (1950)	4.089887640449438	356
Jaws (1975)	4.089569829110195	1697
Ghost in the Shell (Kokaku kidotai) (1995)	4.089171974522293	314
After Life (1998)	4.088235294117647	102
Mildred Pierce (1945)	4.088235294117647	136
Get Real (1998)	4.088235294117647	68
Forrest Gump (1994)	4.087967183226983	2194
Wild Bunch, The (1969)	4.087121212121212	264
All About My Mother (Todo Sobre Mi Madre) (1999)	4.086294416243655	394
Searchers, The (1956)	4.085714285714285	245
Terrorist, The (Malli) (1998)	4.083333333333333	24
Farewell My Concubine (1993)	4.082677165354331	254
Lone Star (1996)	4.082539682539682	630
Metropolis (1926)	4.082474226804123	388
Key Largo (1948)	4.082429501084599	461
Manhattan (1979)	4.082172701949861	718
Brief Encounter (1946)	4.08080808080808	99
Breaking Away (1979)	4.0807692307692305	520
Right Stuff, The (1983)	4.08	750
Dial M for Murder (1954)	4.079155672823219	379
Badlands (1973)	4.078838174273859	241
Clockwork Orange, A (1971)	4.0781122864117165	1229
Fight Club (1999)	4.077188146106134	1451
Ninotchka (1939)	4.075757575757576	132
Eat Drink Man Woman (1994)	4.07514450867052	346
39 Steps, The (1935)	4.075098814229249	253
Who's Afraid of Virginia Woolf? (1966)	4.074074074074074	297
Roger & Me (1989)	4.0739348370927315	798
Papillon (1973)	4.073846153846154	325
Apollo 13 (1995)	4.073541167066347	1251
When Harry Met Sally... (1989)	4.073341836734694	1568
Best in Show (2000)	4.073059360730594	657
2001: A Space Odyssey (1968)	4.068764568764569	1716
Ponette (1996)	4.068493150684931	73
Beautiful Thing (1996)	4.066666666666666	90
Doctor Zhivago (1965)	4.065602836879433	564
Crumb (1994)	4.063136456211812	491
City of Lost Children, The (1995)	4.062034739454094	403
Insider, The (1999)	4.0588235294117645	884
Terminator 2: Judgment Day (1991)	4.058512646281616	2649
West Side Story (1961)	4.057818659658344	761
Burnt By the Sun (Utomlyonnye solntsem) (1994)	4.056910569105691	123
Limbo (1999)	4.056818181818182	88
Buena Vista Social Club (1999)	4.056521739130435	230
Straight Story, The (1999)	4.055944055944056	429
Persuasion (1995)	4.055865921787709	179
Diva (1981)	4.054474708171206	257
Boys of St. Vincent, The (1993)	4.054054054054054	37
Rain Man (1988)	4.053383458646617	1330
Quiet Man, The (1952)	4.053097345132743	226
Animal House (1978)	4.053024026512014	1207
Kolya (1996)	4.052910052910053	189
Hunt for Red October, The (1990)	4.052058111380146	1652
Woman in the Dunes (Suna no onna) (1964)	4.0519480519480515	77
Take the Money and Run (1969)	4.051587301587301	252
Crimes and Misdemeanors (1989)	4.05	460
Celluloid Closet, The (1995)	4.049645390070922	141
Cat on a Hot Tin Roof (1958)	4.047970479704797	271
Iron Giant, The (1999)	4.0474777448071215	674
Blazing Saddles (1974)	4.047363717605005	1119
Spiral Staircase, The (1946)	4.046511627906977	43
Bread and Chocolate (Pane e cioccolata) (1973)	4.044776119402985	67
Sweet Hereafter, The (1997)	4.044619422572178	381
Little Big Man (1970)	4.04399323181049	591
Outlaw Josey Wales, The (1976)	4.043835616438356	365
Brandon Teena Story, The (1998)	4.040816326530612	49
Three Days of the Condor (1975)	4.040752351097178	319
Born Yesterday (1950)	4.03954802259887	177
Shop Around the Corner, The (1940)	4.038834951456311	206
Secrets & Lies (1996)	4.037974683544304	474
All the King's Men (1949)	4.033613445378151	119
Odd Couple, The (1968)	4.033419023136247	389
Great Dictator, The (1940)	4.032407407407407	216
Body Heat (1981)	4.031746031746032	504
Mutiny on the Bounty (1935)	4.0311111111111115	225
Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)	4.03	100
Elizabeth (1998)	4.029850746268656	938
Croupier (1998)	4.029787234042553	235
Paris Is Burning (1990)	4.0285714285714285	105
How Green Was My Valley (1941)	4.02803738317757	107
Sense and Sensibility (1995)	4.027544910179641	835
American Graffiti (1973)	4.026262626262627	990
Tampopo (1986)	4.024489795918368	245
Once Upon a Time in the West (1969)	4.023121387283237	173
Star Wars: Episode VI - Return of the Jedi (1983)	4.022892819979188	2883
Love and Death (1975)	4.0228310502283104	219
Two Women (La Ciociara) (1961)	4.0227272727272725	44
Hud (1963)	4.021505376344086	279
Raising Arizona (1987)	4.02092050209205	1434
Network (1976)	4.020348837209302	688
Spartacus (1960)	4.018779342723005	426
Monty Python's Life of Brian (1979)	4.018358531317495	926
Say Anything... (1989)	4.017505470459518	914
Red Sorghum (Hong Gao Liang) (1987)	4.015384615384615	65
Close Encounters of the Third Kind (1977)	4.0144727773949	1451
Boys Don't Cry (1999)	4.014117647058823	850
American Movie (1999)	4.013559322033898	295
Being There (1979)	4.013536379018612	591
Elephant Man, The (1980)	4.013129102844639	457
You Can't Take It With You (1938)	4.012987012987013	77
Suspicion (1941)	4.0119760479041915	167
Gilda (1946)	4.009345794392523	107
Untouchables, The (1987)	4.007985803016859	1127
Midnight Express (1978)	4.0067796610169495	295
Everest (1998)	4.005988023952096	167
Dead Poets Society (1989)	4.005847953216374	855
Miller's Crossing (1990)	4.005586592178771	358
Nikita (La Femme Nikita) (1990)	4.005457025920873	733
Dirty Dozen, The (1967)	4.0042432814710045	707
Delicatessen (1991)	4.002717391304348	368
Modulations (1998)	4.0	2
Regret to Inform (1998)	4.0	4
Closer You Get, The (2000)	4.0	2
I Don't Want to Talk About It (De eso no se habla) (1993)	4.0	1
Sonic Outlaws (1995)	4.0	2
Another Man's Poison (1952)	4.0	1
Outside Ozona (1998)	4.0	1
Fall Time (1995)	4.0	1
Message to Love: The Isle of Wight Festival (1996)	4.0	7
Rhyme & Reason (1997)	4.0	1
Hungarian Fairy Tale, A (1987)	4.0	1
Angela (1995)	4.0	2
Walk in the Sun, A (1945)	4.0	6
Last Days, The (1998)	4.0	27
Voyage to the Beginning of the World (1997)	4.0	1
Bluebeard (1944)	4.0	2
Smoking/No Smoking (1993)	4.0	1
Everything Relative (1996)	4.0	2
Land and Freedom (Tierra y libertad) (1995)	4.0	13
End of the Affair, The (1955)	4.0	3
Anna (1996)	4.0	1
Man of the Century (1999)	4.0	4
Wend Kuuni (God's Gift) (1982)	4.0	1
With Friends Like These... (1998)	4.0	2
Stranger, The (1994)	4.0	2
Castaway Cowboy, The (1974)	4.0	2
24 7: Twenty Four Seven (1997)	4.0	5
Innocents, The (1961)	4.0	23
Lonely Are the Brave (1962)	4.0	50
Local Hero (1983)	4.0	351
Bye-Bye (1995)	4.0	1
Much Ado About Nothing (1993)	4.0	667
Friend of the Deceased, A (1997)	4.0	4
Fresh (1994)	4.0	93
Frank and Ollie (1995)	4.0	1
Leather Jacket Love Story (1997)	4.0	2
Force of Evil (1948)	4.0	31
Chushingura (1962)	4.0	20
Illtown (1996)	4.0	2
Alley Cats, The (1968)	4.0	1
Five Wives, Three Secretaries and Me (1998)	4.0	1
Where's Marlowe? (1999)	4.0	2
Mouth to Mouth (Boca a boca) (1995)	4.0	1
Target (1995)	4.0	1
Ten Benny (1997)	4.0	1
Jar, The (Khomreh) (1992)	4.0	1
Daens (1992)	4.0	1
Condition Red (1995)	4.0	1
Sacco and Vanzetti (Sacco e Vanzetti) (1971)	4.0	3
Running Free (2000)	4.0	1
Big One, The (1997)	4.0	102
Dingo (1992)	4.0	3
Dreamlife of Angels, The (La Vie rêvée des anges) (1998)	4.0	141
Seven Chances (1925)	4.0	5
Savior (1998)	4.0	4
Heaven's Burning (1997)	4.0	1
Dear Jesse (1997)	4.0	5
Midaq Alley (Callejón de los milagros, El) (1995)	4.0	5
Beloved/Friend (Amigo/Amado) (1999)	4.0	1
Run Silent, Run Deep (1958)	4.0	220
Gone with the Wind (1939)	3.9974048442906573	1156
Room with a View, A (1986)	3.9964285714285714	560
Witness (1985)	3.9961759082217974	1046
Fistful of Dollars, A (1964)	3.9942528735632186	522
Bank Dick, The (1940)	3.993197278911565	147
Enchanted April (1991)	3.993197278911565	147
Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)	3.991596638655462	238
Back to the Future (1985)	3.9903213317847466	2583
Ordinary People (1980)	3.990138067061144	507
Christmas Carol, A (1938)	3.9896907216494846	194
Ipcress File, The (1965)	3.9876543209876543	81
Winnie the Pooh and the Blustery Day (1968)	3.986425339366516	221
Repulsion (1965)	3.9855072463768115	69
Rosencrantz and Guildenstern Are Dead (1990)	3.9846153846153847	325
Ghost and Mrs. Muir, The (1947)	3.982456140350877	171
Serpico (1973)	3.981818181818182	495
Never Cry Wolf (1983)	3.981132075471698	212
Four Days in September (1997)	3.980392156862745	51
Sleeper (1973)	3.9798387096774195	744
Jules and Jim (Jules et Jim) (1961)	3.97972972972973	148
Searching for Bobby Fischer (1993)	3.977777777777778	720
Sophie's Choice (1982)	3.9767441860465116	344
East of Eden (1955)	3.9767441860465116	215
Last Emperor, The (1987)	3.9764150943396226	636
Women, The (1939)	3.9761904761904763	84
Forbidden Planet (1956)	3.9758713136729225	373
Marty (1955)	3.975609756097561	205
Frankenstein (1931)	3.9753694581280787	406
Trouble in Paradise (1932)	3.975	40
Adventures of Robin Hood, The (1938)	3.9735449735449735	378
Koyaanisqatsi (1983)	3.9725274725274726	182
Raisin in the Sun, A (1961)	3.972027972027972	143
Last Picture Show, The (1971)	3.9717514124293785	354
Longest Day, The (1962)	3.971590909090909	352
Dangerous Liaisons (1988)	3.9715394566623545	773
Fish Called Wanda, A (1988)	3.971342383107089	1326
Airplane! (1980)	3.9711149624494513	1731
Goldfinger (1964)	3.971014492753623	897
Battleship Potemkin, The (Bronenosets Potyomkin) (1925)	3.97008547008547	234
Dog Day Afternoon (1975)	3.969934640522876	765
Sum of Us, The (1994)	3.9696969696969697	33
Down by Law (1986)	3.9657534246575343	146
Three Colors: White (1994)	3.9653465346534653	202
E.T. the Extra-Terrestrial (1982)	3.9651828999559275	2269
Sabrina (1954)	3.9643835616438357	365
Guns of Navarone, The (1961)	3.9641434262948207	502
Walkabout (1971)	3.963235294117647	136
Player, The (1992)	3.96319018404908	978
Place in the Sun, A (1951)	3.962686567164179	134
Red Violin, The (Le Violon rouge) (1998)	3.9622641509433962	583
Miracle on 34th Street (1947)	3.960526315789474	380
Trainspotting (1996)	3.9600532623169107	751
Mr. Death: The Rise and Fall of Fred A. Leuchter Jr. (1999)	3.9596774193548385	124
One False Move (1991)	3.9594594594594597	148
Fitzcarraldo (1982)	3.9591836734693877	98
Richard III (1995)	3.958677685950413	242
Circus, The (1928)	3.9583333333333335	24
Hamlet (1996)	3.9581151832460733	382
My Left Foot (1989)	3.958057395143488	453
Dead Man Walking (1995)	3.9579741379310347	928
Days of Heaven (1978)	3.957627118644068	118
My Man Godfrey (1957)	3.956989247311828	93
Men With Guns (1997)	3.956043956043956	91
Exorcist, The (1973)	3.9559322033898305	885
When the Cats Away (Chacun cherche son chat) (1996)	3.9555555555555557	45
King and I, The (1956)	3.954301075268817	372
Groundhog Day (1993)	3.953028972783143	2278
Five Easy Pieces (1970)	3.9526462395543174	359
Affair to Remember, An (1957)	3.9523809523809526	189
Cider House Rules, The (1999)	3.952180028129395	711
Open Your Eyes (Abre los ojos) (1997)	3.9516129032258065	62
Othello (1952)	3.951219512195122	41
Strictly Ballroom (1992)	3.951183431952663	676
As Good As It Gets (1997)	3.9501404494382024	1424
I'm the One That I Want (2000)	3.95	40
Vagabond (Sans toit ni loi) (1985)	3.95	20
Wonder Boys (2000)	3.9495967741935485	496
Great Santini, The (1979)	3.948717948717949	195
Ballad of Narayama, The (Narayama Bushiko) (1982)	3.9473684210526314	19
On the Beach (1959)	3.9473684210526314	95
Clerks (1994)	3.946883852691218	1412
Tin Drum, The (Blechtrommel, Die) (1979)	3.9468085106382977	94
Twelve Monkeys (1995)	3.945731303772336	1511
Lifeboat (1944)	3.943661971830986	213
Rocky (1976)	3.9433126660761735	1129
Cruise, The (1998)	3.942857142857143	35
Swingers (1996)	3.94147582697201	786
Trial, The (Le Procès) (1963)	3.9411764705882355	51
Deliverance (1972)	3.9410150891632374	729
On the Town (1949)	3.940828402366864	169
Blue Angel, The (Blaue Engel, Der) (1930)	3.94	100
Blues Brothers, The (1980)	3.9395973154362416	1341
Spanish Prisoner, The (1997)	3.9391480730223125	493
Color of Paradise, The (Rang-e Khoda) (1999)	3.9384615384615387	65
Double Life of Veronique, The (La Double Vie de Véronique) (1991)	3.937984496124031	129
Decline of Western Civilization Part II: The Metal Years, The (1988)	3.9361702127659575	47
Akira (1988)	3.933628318584071	452
Clean Slate (Coup de Torchon) (1981)	3.933333333333333	15
Cry, the Beloved Country (1995)	3.933333333333333	30
Man Who Knew Too Much, The (1956)	3.9329608938547485	179
Like Water for Chocolate (Como agua para chocolate) (1992)	3.9326424870466323	772
Sound of Music, The (1965)	3.931972789115646	882
Bronx Tale, A (1993)	3.931558935361217	263
Few Good Men, A (1992)	3.93119698397738	1061
Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)	3.930379746835443	158
Election (1999)	3.9303547963206307	1522
Marathon Man (1976)	3.93	400
And the Band Played On (1993)	3.9298245614035086	171
High Fidelity (2000)	3.928623452294246	1373
True Romance (1993)	3.9285714285714284	658
Kaspar Hauser (1993)	3.9285714285714284	28
On the Ropes (1999)	3.9285714285714284	14
Murder, My Sweet (1944)	3.9272727272727272	110
Asphalt Jungle, The (1950)	3.9271523178807946	151
Perfect Blue (1997)	3.926829268292683	41
Remember the Titans (2000)	3.9244851258581237	437
Gay Divorcee, The (1934)	3.9238095238095236	105
In the Bleak Midwinter (1995)	3.923076923076923	13
Rebel Without a Cause (1955)	3.9228855721393034	402
Diner (1982)	3.9225268176400476	839
Cape Fear (1962)	3.9224376731301938	361
Better Off Dead... (1985)	3.9216101694915255	472
Drugstore Cowboy (1989)	3.920673076923077	416
Room at the Top (1959)	3.92	25
Guess Who's Coming to Dinner (1967)	3.92	350
Nashville (1975)	3.92	325
Hoosiers (1986)	3.91864406779661	590
Remains of the Day, The (1993)	3.917777777777778	450
Living in Oblivion (1995)	3.9170731707317072	205
For a Few Dollars More (1965)	3.916923076923077	325
Once Were Warriors (1994)	3.9166666666666665	168
Romeo and Juliet (1968)	3.9157303370786516	356
Dances with Wolves (1990)	3.9152308752584424	1451
Meet John Doe (1941)	3.9146341463414633	82
My Best Fiend (Mein liebster Feind) (1999)	3.914285714285714	35
Game, The (1997)	3.9138321995464853	882
Pushing Hands (1992)	3.9130434782608696	23
Spellbound (1945)	3.912621359223301	206
Invasion of the Body Snatchers (1956)	3.912420382165605	628
Man and a Woman, A (Un Homme et une Femme) (1966)	3.912087912087912	91
Bride of Frankenstein (1935)	3.912037037037037	216
Field of Dreams (1989)	3.9114583333333335	768
Winslow Boy, The (1998)	3.910958904109589	146
Lost Weekend, The (1945)	3.9098360655737703	122
Drunken Master (Zui quan) (1979)	3.9097744360902253	133
Kelly's Heroes (1970)	3.9093333333333335	375
Arguing the World (1996)	3.909090909090909	11
Hanging Garden, The (1997)	3.909090909090909	22
Only Angels Have Wings (1939)	3.909090909090909	33
Breakfast at Tiffany's (1961)	3.908284023668639	676
Ruling Class, The (1972)	3.90625	96
Ghostbusters (1984)	3.9055479138010085	2181
Tender Mercies (1983)	3.9053030303030303	264
Fantasia (1940)	3.904559915164369	943
